,SDG Frame,Slope to,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score,Goal 1 Score Error,Goal 2 Score Error,Goal 3 Score Error,Goal 4 Score Error,Goal 5 Score Error,Goal 6 Score Error,Goal 7 Score Error,Goal 8 Score Error,Goal 9 Score Error,Goal 10 Score Error,Goal 11 Score Error,Goal 12 Score Error,Goal 13 Score Error,Goal 14 Score Error,Goal 15 Score Error,Goal 16 Score Error,Goal 17 Score Error,Goal 1 Score R,Goal 2 Score R,Goal 3 Score R,Goal 4 Score R,Goal 5 Score R,Goal 6 Score R,Goal 7 Score R,Goal 8 Score R,Goal 9 Score R,Goal 10 Score R,Goal 11 Score R,Goal 12 Score R,Goal 13 Score R,Goal 14 Score R,Goal 15 Score R,Goal 16 Score R,Goal 17 Score R
0,0,Goal 1 Score,,1.4993168594111923,1.2590572544778666,0.9138541170036832,0.8151268561481166,1.5349875314593717,1.273896413648496,1.567077027766496,0.7526965521554102,0.5521268097766108,1.256951579277949,-1.692606580560182,-0.8166720193679906,-0.8655448767393015,0.031114999371943324,1.547444109641568,1.0098526944805188,,0.04591518014665265,0.012457257969912018,0.01364047235912265,0.031037352213180856,0.025959339220013762,0.02134005581627752,0.04771402772711658,0.019526861402781343,0.020536698798430265,0.0227500083145439,0.0354516998598989,0.022328933020178732,0.06400181879534783,0.04754945570586084,0.0334948965474063,0.0446312637922897,,0.27679330887480813,0.7857117660553355,0.6170149217610338,0.1984424836417461,0.5565396556085453,0.5612255001550192,0.2791104742043206,0.34782354106644164,0.20599569694152178,0.5228331574009809,0.45000398123300267,0.3243934868951721,0.06160275836229902,0.0001536740850690083,0.43378408993217565,0.1552358581178377
1,0,Goal 2 Score,0.18461295031625916,,0.3242500516174698,0.25444137758709884,0.34827822050164375,0.4653575484176574,0.3128314748568029,0.66735961075981,0.2843481337006102,0.11948603204769842,0.3407573409412288,-0.48918113308377614,-0.2418876914928365,-0.11635933585044388,0.13846203879143174,0.5051421702883361,0.25817193493417284,0.005653599382924939,,0.007171560786256448,0.006048316917801905,0.010219677837235106,0.010458544175637241,0.00962649766404771,0.015132726813689514,0.0065549909138347745,0.007764013648821532,0.00958526000786623,0.013981433437559497,0.008358628089491369,0.023078681437763003,0.016478935389792858,0.012344417046966283,0.016322346991782654,0.27679330887480813,,0.4232175481463632,0.388462105550263,0.29421725878965005,0.415423631762571,0.2748661831477791,0.4110991191857134,0.4031355938256778,0.07835126573469914,0.3120669160815142,0.30526356025589424,0.2311189601523187,0.009041796073655824,0.02471460927868162,0.37540684587761725,0.08239963930243871
2,0,Goal 3 Score,0.6240476858863513,1.3052196785635342,,0.7051403929599322,0.7678258778821202,1.1972573488646503,0.9455249269901996,1.4165056086719896,0.6586336251981012,0.354661424379297,0.9815590930606873,-1.3389782615972023,-0.6455584277310411,-0.5666210085224342,0.08212809528299025,1.2785211601569342,0.7769197980142375,0.006174399917847073,0.028868036311924427,,0.007894555335732547,0.01959738925035306,0.015449281215073607,0.013911453501351971,0.029070421728823122,0.011579117471322101,0.014769116366370657,0.01384868088489981,0.02211563141018916,0.014703389342965152,0.045258436020452354,0.03344225127966566,0.019883567931725066,0.030855735763864182,0.7857117660553355,0.4232175481463632,,0.7411750833934542,0.3552527448200579,0.6831076300965914,0.6237963564523096,0.46010795891854106,0.5373219960029746,0.17148892871781612,0.643260124151152,0.5681709974743951,0.4089550605611874,0.05326403053937946,0.002160091993686723,0.597430262617558,0.1853770937976626
3,0,Goal 4 Score,0.6751787952590106,1.5267253668962981,1.0511028595061205,,1.071311296500532,1.33962302187957,1.0873589145319125,1.6206598710229265,0.6841535126016065,0.28139470699283065,1.1462559023554681,-1.451667632938329,-0.6885621831049693,-0.590191739304659,0.08391554216714438,1.2855535518144534,0.9003255718643911,0.01007792986083264,0.03629173428081773,0.011767854700658583,,0.021816739229381855,0.021876515441816173,0.018504789905702635,0.03728952555806785,0.016246590316428798,0.019079429758805458,0.018159409995969808,0.03052742538675068,0.0193663801612918,0.05567807204833307,0.04084332754021364,0.029507997254170863,0.03809458351706522,0.6170149217610338,0.388462105550263,0.7411750833934542,,0.46395268957451874,0.5737328198313301,0.5534432343828277,0.4040520197598891,0.38894153094578715,0.07242198155825946,0.5885010940812074,0.4480193502087111,0.3121197036240134,0.03876727813975789,0.0015128780822021204,0.40521181362330616,0.16700644789746621
4,0,Goal 5 Score,0.24344981660828408,0.8447765076032406,0.4626735762018662,0.4330699126295344,,0.737797257502529,0.5004682388291333,0.9906160793450816,0.42196143262831,0.045292306242462485,0.5948242007364362,-0.8119532648530211,-0.33231807936626273,-0.008719142394037042,0.2962863766684379,0.662081027597771,0.629422177200812,0.009269769051668432,0.024788640931191864,0.011808919743224509,0.008819260454727263,,0.01607696491542088,0.014835015307065878,0.024309993809892638,0.010521722421386468,0.012566117780788815,0.01403394326264884,0.021115347862718535,0.013445003534331892,0.03610659497497061,0.025374415421423383,0.020843179861435714,0.023707580422222728,0.1984424836417461,0.29421725878965005,0.3552527448200579,0.46395268957451874,,0.4305030516170053,0.29002668481151767,0.3734409530039011,0.36599941021642673,0.0046413583156585765,0.3920297594570003,0.34672257659411293,0.17984586726612503,2.0930724899951437e-05,0.04665521116031892,0.2658775763997411,0.20191836535302246
5,0,Goal 6 Score,0.3625694959746166,0.8926977399961056,0.5705603985178099,0.4282793072832902,0.5834977661400831,,0.5785483195036266,1.015879478191486,0.4415282418376264,0.19397316113685661,0.6432588279744845,-0.8361076547398179,-0.3526583994168481,-0.19966630478943517,0.24438991306976662,0.7583924494843289,0.5522174156068133,0.006131687941390686,0.020062678215894057,0.007362450566910336,0.006993951825378167,0.012714703150585269,,0.01118076370008554,0.01937840795479911,0.0082537113082761,0.010581134560126534,0.010376811664849368,0.01699516814879642,0.011387368963053405,0.03188653749920289,0.022642627985032613,0.01617315050084667,0.021154453994861464,0.5565396556085453,0.415423631762571,0.6831076300965914,0.5737328198313301,0.4305030516170053,,0.4900744123957731,0.4965847860594003,0.5066985762000495,0.10764090810454019,0.5797104454313087,0.46488153272255184,0.25609366007565826,0.013878551107778221,0.04013665598514124,0.441108336048733,0.19652136727527314
6,0,Goal 7 Score,0.44055819149976594,0.8786397956714482,0.6597354957504734,0.5089793507795674,0.5795106708270787,0.8470760278350461,,0.8828593318536577,0.3760400828281876,0.1563212460024801,0.7508667874164925,-0.7805640935184313,-0.3255277706933879,-0.3207376726012053,0.013932096173745285,0.803839919213272,0.5954031262099327,0.007380141977161915,0.027037637259621224,0.00970665014780645,0.008661864842089721,0.01717801251971732,0.016370208993704224,,0.02850272707614256,0.012306028531110976,0.013226043055289046,0.01314319601498485,0.023907978571324307,0.014737095222879353,0.038375684681321305,0.027963669395673303,0.021291126125157933,0.02623418648199887,0.5612255001550192,0.2748661831477791,0.6237963564523096,0.5534432343828277,0.29002668481151767,0.4900744123957731,,0.25615881423466164,0.25102572636276305,0.0477471360715684,0.5394890699626228,0.27672747439105183,0.14903342971617387,0.024459735695987354,8.908914783471227e-05,0.338464908617052,0.15603752209807406
7,0,Goal 8 Score,0.17810896928412492,0.6160083897160995,0.32481901667152885,0.24931327478655957,0.3769784892354981,0.4888225392085315,0.29014680481071525,,0.3017432270780098,0.14055355377380413,0.3463163670383957,-0.5591874901369852,-0.2575755329974843,-0.036071766493357235,0.1865460513561002,0.5305169501426511,0.29653068117424897,0.005423023979225346,0.013968311126742083,0.006666140777963934,0.0057364126170725005,0.009251156861734356,0.009324533850361125,0.009367262587768004,,0.005811122061431026,0.007299372810048998,0.008957097215223022,0.01214439612699535,0.0077499808899495716,0.022263434670255298,0.015637170879552076,0.011143556005612473,0.015376626841326058,0.2791104742043206,0.4110991191857134,0.46010795891854106,0.4040520197598891,0.3734409530039011,0.4965847860594003,0.25615881423466164,,0.49181156165592066,0.11745423817836642,0.3492019128126353,0.4321392898515739,0.2839164406803001,0.0009413700010607156,0.048600162151526655,0.4485870759551328,0.11776597005885099
8,0,Goal 9 Score,0.4621032739826155,1.4177536127250934,0.8158131857318413,0.5685003786164494,0.8673764517688087,1.1476017345825633,0.6675504496084703,1.6299009141596157,,0.4176905986814516,0.8296792896245949,-1.6348961535348414,-0.791079749618715,-0.448685523910647,0.3834485402912756,1.311426321257018,0.7110160789091943,0.011988133277601289,0.03268304218678074,0.014342414888704256,0.013500175875724102,0.021628266364327953,0.02145270113345257,0.02184579584456472,0.03138944741838681,,0.016232155090398492,0.020465178387415746,0.021060000719600378,0.015114233734127814,0.0510649540285235,0.03654454929527425,0.024477242633656107,0.03558350931035312,0.34782354106644164,0.4031355938256778,0.5373219960029746,0.38894153094578715,0.36599941021642673,0.5066985762000495,0.25102572636276305,0.49181156165592066,,0.19203074142109425,0.37104570280640886,0.6838573694056298,0.495790487239054,0.026964102899789028,0.03801509690615625,0.5074723075256663,0.12534751099501032
9,0,Goal 10 Score,0.37309490010975405,0.6557357742319334,0.48352856253804244,0.2573679595192408,0.1024756454399137,0.554926812934676,0.3054423969395105,0.8356547026010315,0.45974398760060436,,0.3194668078267803,-0.9353027190550955,-0.5361749738396625,-0.6202477479959493,0.29650550850852847,0.9877848500284206,0.18288125191424096,0.013877495986627653,0.042608674954784,0.020135512676876133,0.017450342113007652,0.028431341591809794,0.03027096761361326,0.02584289977300053,0.043398086003375046,0.017866420101790632,,0.02638779021803724,0.03507384235917476,0.01988698259421143,0.05302469019870943,0.03868457679820807,0.03144361813370933,0.03976669286065473,0.20599569694152178,0.07835126573469914,0.17148892871781612,0.07242198155825946,0.0046413583156585765,0.10764090810454019,0.0477471360715684,0.11745423817836642,0.19203074142109425,,0.04998009000266346,0.20334253010833922,0.20692329022000813,0.046813476478171044,0.02065123831512336,0.2615699924776005,0.007534143447169278
10,0,Goal 11 Score,0.4159533000478191,0.9158039419474668,0.6553452855755683,0.513411615043275,0.6590682742424376,0.9012086895981216,0.7184883910218522,1.0083321091605228,0.4472158187464169,0.15644845967773724,,-0.9183924552259948,-0.3874711279305157,-0.3513017352449553,0.1541032277968405,0.9042588310136,0.6593839838481992,0.0075284849397188455,0.025760909142994223,0.009246175593014912,0.008133656712349557,0.015549681326817085,0.014537962692455027,0.012576443539582595,0.026079416356259995,0.011031191959077074,0.01292256044374297,,0.0212946679094278,0.0137957948898853,0.03741956339780804,0.02719908128048198,0.019031461988893224,0.024985029199363757,0.5228331574009809,0.3120669160815142,0.643260124151152,0.5885010940812074,0.3920297594570003,0.5797104454313087,0.5394890699626228,0.3492019128126353,0.37104570280640886,0.04998009000266346,,0.4003454474802493,0.22066296092285706,0.030665887803210824,0.011390911760034947,0.4476134894610713,0.19999850601503968
